,program_id,title,description,level,goal,equipment,program_length,time_per_workout,total_exercises,workout_frequency,primary_level,primary_goal,training_style,intensity_score
878,FP000879,5-Day Full Body with Specialization Split,"Balance power and muscle building with this comprehensive 4-day training plan.

This 10-week PHUL program combines strength and hypertrophy training over 4 weekly sessions, with 2 power days followed by 2 hypertrophy days. Suitable for Novice trainees looking to improve Athletics.

Exercise selection focuses on functional movement patterns that transfer to athletic performance, with focus on power, speed, and mobility. 

Program features include supersets for efficiency, autoregulation guidelines.

Weekly Schedule:
Monday: Upper Power
Tuesday: Lower Power
Thursday: Upper Hypertrophy
Friday: Lower Hypertrophy",['Novice'],['Athletics'],Garage Gym,10,90,445,4,Novice,Athletics,Other,8.0
879,FP000880,6-Day ULPPL Split,"Innovative 5-day split optimized for both strength and hypertrophy gains.

This 9-week Upper/Lower/Push/Pull/Legs program includes 3 training sessions per week, structured to optimize gains for Novice, Beginner, Advanced individuals pursuing General Fitness.

Exercise selection focuses on fundamental movement patterns that develop overall fitness, with a balanced approach to strength and conditioning. 

Program features include progressive overload mechanisms, drop sets for muscle fatigue, tempo variations, autoregulation guidelines.

Weekly Schedule:
Wednesday: Training
Thursday: Training
Saturday: Training","['Novice', 'Beginner', 'Advanced']",['General Fitness'],Garage Gym,9,60,180,4,Novice,General Fitness,Upper/Lower,7.0
880,FP000881,Power Bodyweight Fitness Builder,"Simple yet effective training split focusing on opposing movement patterns.

This 5-week Push/Pull program includes 3 training sessions per week, structured to optimize gains for Beginner, Intermediate individuals pursuing Muscle & Sculpting.

Exercise selection focuses on a mix of compound and isolation movements with emphasis on mind-muscle connection and targeted volume for maximum hypertrophy. 

Program features include progressive overload mechanisms, periodized intensity and volume.

Weekly Schedule:
Monday: Training
Wednesday: Training
Sunday: Training","['Beginner', 'Intermediate']",['Muscle & Sculpting'],Dumbbell Only,5,100,134,4,Beginner,Muscle & Sculpting,Body Part Split,7.0
881,FP000882,PHUL (Power Hypertrophy Upper Lower) Muscle & Sculpting Program,"Classic 5-day split targeting one major muscle group per session for maximum volume and intensity.

This 8-week body part split includes 5 training sessions weekly, each dedicated to specific muscle groups for maximum stimulation. Optimized for Novice lifters focusing on Athletics.

Exercise selection focuses on functional movement patterns that transfer to athletic performance, with focus on power, speed, and mobility. 

Program features include progressive overload mechanisms, periodized intensity and volume, strategic deloads, supersets for efficiency, rest-pause techniques.

Weekly Schedule:
Monday: Chest
Tuesday: Back
Wednesday: Shoulders
Thursday: Arms
Friday: Legs",['Novice'],['Athletics'],Garage Gym,8,80,435,5,Novice,Athletics,Body Part Split,8.0
882,FP000883,Power Athletic Program,"Specialized program alternating between heavy compound lifts and higher-rep hypertrophy work.

This 10-week PHUL program combines strength and hypertrophy training over 4 weekly sessions, with 2 power days followed by 2 hypertrophy days. Suitable for Intermediate, Novice trainees looking to improve General Fitness, Bodyweight Fitness.

Exercise selection focuses on progressive bodyweight exercises that build functional strength and muscle, with minimal equipment requirements. 

Program features include drop sets for muscle fatigue, autoregulation guidelines.

Weekly Schedule:
Monday: Upper Power
Tuesday: Lower Power
Thursday: Upper Hypertrophy
Friday: Lower Hypertrophy","['Intermediate', 'Novice']","['General Fitness', 'Bodyweight Fitness']",At Home,10,70,284,4,Intermediate,General Fitness,Other,8.0
883,FP000884,Modern Bodybuilding Training,"5-day program combining powerlifting and bodybuilding approaches for strength and size.

This 9-week PHAT program features 5 weekly sessions, combining power training (2 days) with hypertrophy-focused bodybuilding (3 days). Designed for Beginner, Novice lifters seeking improvements in Muscle & Sculpting.

Exercise selection focuses on a mix of compound and isolation movements with emphasis on mind-muscle connection and targeted volume for maximum hypertrophy. 

Program features include strategic deloads, tempo variations.

Weekly Schedule:
Monday: Upper Power
Tuesday: Lower Power
Wednesday: Back & Shoulders Hypertrophy
Thursday: Lower Hypertrophy
Friday: Chest & Arms Hypertrophy
Saturday: Rest
Sunday: Rest","['Beginner', 'Novice']",['Muscle & Sculpting'],Dumbbell Only,9,75,310,3,Beginner,Muscle & Sculpting,Other,5.0
884,FP000885,Classic Training Split,"Efficient training split with emphasis on bringing up weak points.

This 14-week Full Body with Specialization program includes 5 training sessions per week, structured to optimize gains for Advanced, Novice individuals pursuing Weight Loss, Muscle & Sculpting.

Exercise selection focuses on a mix of compound and isolation movements with emphasis on mind-muscle connection and targeted volume for maximum hypertrophy. 

Program features include periodized intensity and volume, supersets for efficiency.

Weekly Schedule:
Tuesday: Training
Thursday: Training
Friday: Training
Saturday: Training
Sunday: Training","['Advanced', 'Novice']","['Weight Loss', 'Muscle & Sculpting']",Full Gym,14,50,247,3,Advanced,Weight Loss,Full Body,7.0
885,FP000886,Essential Muscle & Sculpting Method,"High-volume approach dedicating entire sessions to specific muscle groups.

This 2-week body part split includes 5 training sessions weekly, each dedicated to specific muscle groups for maximum stimulation. Optimized for Beginner lifters focusing on Powerlifting, Athletics, Bodyweight Fitness.

Exercise selection focuses on key compound movements (squat, bench press, deadlift) with proper accessory work to build maximum strength and power. 

Program features include progressive overload mechanisms, drop sets for muscle fatigue, tempo variations, autoregulation guidelines.

Weekly Schedule:
Monday: Chest
Tuesday: Back
Wednesday: Shoulders
Thursday: Arms
Friday: Legs",['Beginner'],"['Powerlifting', 'Athletics', 'Bodyweight Fitness']",Garage Gym,2,45,64,5,Beginner,Powerlifting,Body Part Split,6.0
886,FP000887,5-Day Body Part Split Split,"Comprehensive 6-day program optimized for advanced muscle development.

This 3-week ULPPL program includes 5 training sessions per week, structured to optimize gains for Intermediate, Advanced, Beginner individuals pursuing Athletics.

Exercise selection focuses on functional movement patterns that transfer to athletic performance, with focus on power, speed, and mobility. 

Program features include progressive overload mechanisms.

Weekly Schedule:
Monday: Training
Wednesday: Training
Friday: Training
Saturday: Training
Sunday: Training","['Intermediate', 'Advanced', 'Beginner']",['Athletics'],Garage Gym,3,90,140,6,Intermediate,Athletics,Push/Pull/Legs,10.0
887,FP000888,Upper/Lower Bodybuilding Program,"Maximum frequency training approach for experienced lifters.

This 14-week ULPPL program includes 6 training sessions per week, structured to optimize gains for Beginner, Novice, Advanced individuals pursuing General Fitness.

Exercise selection focuses on fundamental movement patterns that develop overall fitness, with a balanced approach to strength and conditioning. 

Program features include progressive overload mechanisms, strategic deloads, drop sets for muscle fatigue, tempo variations, autoregulation guidelines.

Weekly Schedule:
Monday: Training
Tuesday: Training
Thursday: Training
Friday: Training
Saturday: Training
Sunday: Training","['Beginner', 'Novice', 'Advanced']",['General Fitness'],Full Gym,14,45,344,6,Beginner,General Fitness,Push/Pull/Legs,7.0
888,FP000889,Power Lifting Plan,"5-day hybrid split combining elements of upper/lower and push/pull/legs approaches.

This 12-week Upper/Lower/Push/Pull/Legs program includes 3 training sessions per week, structured to optimize gains for Advanced individuals pursuing Bodyweight Fitness.

Exercise selection focuses on progressive bodyweight exercises that build functional strength and muscle, with minimal equipment requirements. 

Program features include periodized intensity and volume, strategic deloads.

Weekly Schedule:
Monday: Training
Tuesday: Training
Wednesday: Training",['Advanced'],['Bodyweight Fitness'],Full Gym,12,50,247,4,Advanced,Bodyweight Fitness,Upper/Lower,8.0
889,FP000890,TitanSculpt Plus,"Full-body approach with additional volume for lagging or prioritized muscle groups.

This 9-week Full Body with Specialization program includes 4 training sessions per week, structured to optimize gains for Advanced individuals pursuing Athletics, Bodybuilding.

Exercise selection focuses on a mix of compound and isolation movements with emphasis on mind-muscle connection and targeted volume for maximum hypertrophy. 

Program features include progressive overload mechanisms, periodized intensity and volume, supersets for efficiency.

Weekly Schedule:
Monday: Training
Wednesday: Training
Saturday: Training
Sunday: Training",['Advanced'],"['Athletics', 'Bodybuilding']",Garage Gym,9,75,286,3,Advanced,Athletics,Full Body,8.0
890,FP000891,Proven Functional Strategy,"Train upper body twice and lower body twice per week for balanced development and recovery.

This 8-week upper/lower split features 4 weekly sessions (2 upper body and 2 lower body), perfect for Novice lifters focusing on Muscle & Sculpting, Powerbuilding.

Exercise selection focuses on a mix of compound and isolation movements with emphasis on mind-muscle connection and targeted volume for maximum hypertrophy. 

Program features include autoregulation guidelines.

Weekly Schedule:
Monday: Upper Body
Wednesday: Lower Body
Friday: Upper Body
Saturday: Lower Body",['Novice'],"['Muscle & Sculpting', 'Powerbuilding']",At Home,8,45,245,4,Novice,Muscle & Sculpting,Upper/Lower,6.0
891,FP000892,Proven Strength Blueprint,"6-day hybrid combining upper/lower and push/pull/legs for maximum stimulus.

This 3-week ULPPL program includes 6 training sessions per week, structured to optimize gains for Advanced, Novice, Intermediate individuals pursuing Bodybuilding, Bodyweight Fitness.

Exercise selection focuses on a mix of compound and isolation movements with emphasis on mind-muscle connection and targeted volume for maximum hypertrophy. 

Program features include progressive overload mechanisms, periodized intensity and volume, drop sets for muscle fatigue.

Weekly Schedule:
Monday: Training
Tuesday: Training
Thursday: Training
Friday: Training
Saturday: Training
Sunday: Training","['Advanced', 'Novice', 'Intermediate']","['Bodybuilding', 'Bodyweight Fitness']",Garage Gym,3,60,62,4,Advanced,Bodybuilding,Upper/Lower,9.0
892,FP000893,MassGrowth Advanced,"Efficient training structure hitting each movement pattern twice weekly.

This 12-week Push/Pull program includes 6 training sessions per week, structured to optimize gains for Intermediate individuals pursuing Weight Loss, Strength, Powerlifting.

Exercise selection focuses on key compound movements (squat, bench press, deadlift) with proper accessory work to build maximum strength and power. 

Program features include progressive overload mechanisms, periodized intensity and volume.

Weekly Schedule:
Monday: Training
Tuesday: Training
Wednesday: Training
Thursday: Training
Friday: Training
Sunday: Training",['Intermediate'],"['Weight Loss', 'Strength', 'Powerlifting']",Dumbbell Only,12,70,506,4,Intermediate,Weight Loss,Other,8.0
